student_id,name,email,role,title,cohort,major
2310272,Dương Quốc Tuấn,duongquoctuan.2310272@hcmut.edu.vn,student,undergraduate,K23,computer science
2410272,Hồ Anh Việt,hoanhviet.2410272@hcmut.edu.vn,student,undergraduate,K24,computer science
2510272,Lý Văn Anh,lyvananh.2510272@hcmut.edu.vn,student,undergraduate,K25,computer science
2610272,Nguyễn Thanh Châu,nguyenthanhchau.2610272@hcmut.edu.vn,student,undergraduate,K26,computer science
2310273,Nguyễn Văn Trinh,nguyenvantrinh.2310273@hcmut.edu.vn,student,undergraduate,K23,computer science
2410273,Vũ Hữu Tuấn,vuhuutuan.2410273@hcmut.edu.vn,student,undergraduate,K24,computer science
2510273,Trần Quốc Anh,tranquocanh.2510273@hcmut.edu.vn,student,undergraduate,K25,computer science
2610273,Đỗ Hữu Khôi,dohuukhoi.2610273@hcmut.edu.vn,student,undergraduate,K26,computer science
2310274,Bùi Quang Quân,buiquangquan.2310274@hcmut.edu.vn,student,undergraduate,K23,computer science
2410274,Hồ Thị Khôi,hothikhoi.2410274@hcmut.edu.vn,student,undergraduate,K24,computer science
2510274,Đặng Văn Nam,dangvannam.2510274@hcmut.edu.vn,student,undergraduate,K25,computer science
2610274,Hoàng Thanh Hải,hoangthanhhai.2610274@hcmut.edu.vn,student,undergraduate,K26,computer science
2310275,Hồ Văn Nam,hovannam.2310275@hcmut.edu.vn,student,undergraduate,K23,computer science
2410275,Võ Anh Duy,voanhduy.2410275@hcmut.edu.vn,student,undergraduate,K24,computer science
2510275,Vũ Hoàng Khang,vuhoangkhang.2510275@hcmut.edu.vn,student,undergraduate,K25,computer science
2610275,Trần Minh Tú,tranminhtu.2610275@hcmut.edu.vn,student,undergraduate,K26,computer science
2310276,Trần Văn Khôi,tranvankhoi.2310276@hcmut.edu.vn,student,undergraduate,K23,computer science
2410276,Trần Đức Anh,tranducanh.2410276@hcmut.edu.vn,student,undergraduate,K24,computer science
2510276,Nguyễn Hữu Hà,nguyenhuuha.2510276@hcmut.edu.vn,student,undergraduate,K25,computer science
2610276,Đặng Thanh Khang,dangthanhkhang.2610276@hcmut.edu.vn,student,undergraduate,K26,computer science
2310277,Nguyễn Thanh Quân,nguyenthanhquan.2310277@hcmut.edu.vn,student,undergraduate,K23,computer science
2410277,Phạm Minh Quang,phamminhquang.2410277@hcmut.edu.vn,student,undergraduate,K24,computer science
2510277,Ngô Quang Thảo,ngoquangthao.2510277@hcmut.edu.vn,student,undergraduate,K25,computer science
2610277,Huỳnh Quang Mai,huynhquangmai.2610277@hcmut.edu.vn,student,undergraduate,K26,computer science
2310278,Võ Quang Mai,voquangmai.2310278@hcmut.edu.vn,student,undergraduate,K23,computer science
2410278,Hoàng Văn Quang,hoangvanquang.2410278@hcmut.edu.vn,student,undergraduate,K24,computer science
2510278,Trần Văn Tú,tranvantu.2510278@hcmut.edu.vn,student,undergraduate,K25,computer science
2610278,Bùi Hoàng Khôi,buihoangkhoi.2610278@hcmut.edu.vn,student,undergraduate,K26,computer science
2310279,Huỳnh Hoàng Tú,huynhhoangtu.2310279@hcmut.edu.vn,student,undergraduate,K23,computer science
2410279,Trần Văn Anh,tranvananh.2410279@hcmut.edu.vn,student,undergraduate,K24,computer science
2510279,Phạm Anh Long,phamanhlong.2510279@hcmut.edu.vn,student,undergraduate,K25,computer science
2610279,Dương Đức Hà,duongducha.2610279@hcmut.edu.vn,student,undergraduate,K26,computer science
2310280,Nguyễn Anh Tú,nguyenanhtu.2310280@hcmut.edu.vn,student,undergraduate,K23,computer science
2410280,Hoàng Phương Khôi,hoangphuongkhoi.2410280@hcmut.edu.vn,student,undergraduate,K24,computer science
2510280,Nguyễn Gia Nhi,nguyengianhi.2510280@hcmut.edu.vn,student,undergraduate,K25,computer science
2610280,Phạm Hoàng Duy,phamhoangduy.2610280@hcmut.edu.vn,student,undergraduate,K26,computer science
2310281,Dương Phương Châu,duongphuongchau.2310281@hcmut.edu.vn,student,undergraduate,K23,computer science
2410281,Đỗ Thanh Hiếu,dothanhhieu.2410281@hcmut.edu.vn,student,undergraduate,K24,computer science
2510281,Phạm Văn Khôi,phamvankhoi.2510281@hcmut.edu.vn,student,undergraduate,K25,computer science
2610281,Dương Ngọc Anh,duongngocanh.2610281@hcmut.edu.vn,student,undergraduate,K26,computer science
2310282,Hoàng Quang Linh,hoangquanglinh.2310282@hcmut.edu.vn,student,undergraduate,K23,computer science
2410282,Phạm Hữu Châu,phamhuuchau.2410282@hcmut.edu.vn,student,undergraduate,K24,computer science
2510282,Ngô Khánh Khang,ngokhanhkhang.2510282@hcmut.edu.vn,student,undergraduate,K25,computer science
2610282,Ngô Quốc Hiếu,ngoquochieu.2610282@hcmut.edu.vn,student,undergraduate,K26,computer science
2310283,Võ Hữu Yến,vohuuyen.2310283@hcmut.edu.vn,student,undergraduate,K23,computer science
2410283,Trần Hoàng Tuấn,tranhoangtuan.2410283@hcmut.edu.vn,student,undergraduate,K24,computer science
2510283,Đặng Đức Khôi,dangduckhoi.2510283@hcmut.edu.vn,student,undergraduate,K25,computer science
2610283,Huỳnh Thanh Lam,huynhthanhlam.2610283@hcmut.edu.vn,student,undergraduate,K26,computer science
2310284,Phan Phương Châu,phanphuongchau.2310284@hcmut.edu.vn,student,undergraduate,K23,computer science
2410284,Hồ Hoàng An,hohoangan.2410284@hcmut.edu.vn,student,undergraduate,K24,computer science
2510284,Đặng Tuấn Lam,dangtuanlam.2510284@hcmut.edu.vn,student,undergraduate,K25,computer science
2610284,Hồ Đức Long,hoduclong.2610284@hcmut.edu.vn,student,undergraduate,K26,computer science
2310285,Ngô Thanh Hải,ngothanhhai.2310285@hcmut.edu.vn,student,undergraduate,K23,computer science
2410285,Đặng Khánh Thảo,dangkhanhthao.2410285@hcmut.edu.vn,student,undergraduate,K24,computer science
2510285,Lê Thị An,lethian.2510285@hcmut.edu.vn,student,undergraduate,K25,computer science
2610285,Đỗ Quốc Duy,doquocduy.2610285@hcmut.edu.vn,student,undergraduate,K26,computer science
2310286,Phạm Ngọc Hùng,phamngochung.2310286@hcmut.edu.vn,student,undergraduate,K23,computer science
2410286,Võ Anh Bảo,voanhbao.2410286@hcmut.edu.vn,student,undergraduate,K24,computer science
2510286,Hoàng Hoàng Việt,hoanghoangviet.2510286@hcmut.edu.vn,student,undergraduate,K25,computer science
2610286,Nguyễn Khánh Việt,nguyenkhanhviet.2610286@hcmut.edu.vn,student,undergraduate,K26,computer science
2310287,Dương Gia Trinh,duonggiatrinh.2310287@hcmut.edu.vn,student,undergraduate,K23,computer science
2410287,Nguyễn Ngọc Thảo,nguyenngocthao.2410287@hcmut.edu.vn,student,undergraduate,K24,computer science
2510287,Võ Quốc Việt,voquocviet.2510287@hcmut.edu.vn,student,undergraduate,K25,computer science
2610287,Đỗ Văn Phúc,dovanphuc.2610287@hcmut.edu.vn,student,undergraduate,K26,computer science
2310288,Trần Hữu Tú,tranhuutu.2310288@hcmut.edu.vn,student,undergraduate,K23,computer science
2410288,Lý Hữu Duy,lyhuuduy.2410288@hcmut.edu.vn,student,undergraduate,K24,computer science
2510288,Dương Hoàng Linh,duonghoanglinh.2510288@hcmut.edu.vn,student,undergraduate,K25,computer science
2610288,Vũ Quang Châu,vuquangchau.2610288@hcmut.edu.vn,student,undergraduate,K26,computer science
2310289,Dương Hoàng Khôi,duonghoangkhoi.2310289@hcmut.edu.vn,student,undergraduate,K23,computer science
2410289,Trần Quang Hiếu,tranquanghieu.2410289@hcmut.edu.vn,student,undergraduate,K24,computer science
2510289,Đỗ Phương Lam,dophuonglam.2510289@hcmut.edu.vn,student,undergraduate,K25,computer science
2610289,Phạm Tuấn Phát,phamtuanphat.2610289@hcmut.edu.vn,student,undergraduate,K26,computer science
2310290,Phạm Tuấn Nam,phamtuannam.2310290@hcmut.edu.vn,student,undergraduate,K23,computer science
2410290,Vũ Quang Tú,vuquangtu.2410290@hcmut.edu.vn,student,undergraduate,K24,computer science
2510290,Đặng Minh Bảo,dangminhbao.2510290@hcmut.edu.vn,student,undergraduate,K25,computer science
2610290,Đặng Ngọc Thảo,dangngocthao.2610290@hcmut.edu.vn,student,undergraduate,K26,computer science
2310291,Nguyễn Ngọc Trang,nguyenngoctrang.2310291@hcmut.edu.vn,student,undergraduate,K23,computer science
2410291,Võ Ngọc Châu,vongocchau.2410291@hcmut.edu.vn,student,undergraduate,K24,computer science
2510291,Dương Quốc Lam,duongquoclam.2510291@hcmut.edu.vn,student,undergraduate,K25,computer science
2610291,Võ Quốc An,voquocan.2610291@hcmut.edu.vn,student,undergraduate,K26,computer science
2310292,Bùi Quang Hùng,buiquanghung.2310292@hcmut.edu.vn,student,undergraduate,K23,computer science
2410292,Đặng Quang Minh,dangquangminh.2410292@hcmut.edu.vn,student,undergraduate,K24,computer science
2510292,Hoàng Hoàng Anh,hoanghoanganh.2510292@hcmut.edu.vn,student,undergraduate,K25,computer science
2610292,Lê Phương Khôi,lephuongkhoi.2610292@hcmut.edu.vn,student,undergraduate,K26,computer science
2310293,Trần Quốc Quân,tranquocquan.2310293@hcmut.edu.vn,student,undergraduate,K23,computer science
2410293,Dương Hoàng Hà,duonghoangha.2410293@hcmut.edu.vn,student,undergraduate,K24,computer science
2510293,Nguyễn Anh Bảo,nguyenanhbao.2510293@hcmut.edu.vn,student,undergraduate,K25,computer science
2610293,Ngô Tuấn Quân,ngotuanquan.2610293@hcmut.edu.vn,student,undergraduate,K26,computer science
2310294,Lý Quốc Khang,lyquockhang.2310294@hcmut.edu.vn,student,undergraduate,K23,computer science
2410294,Nguyễn Phương Hà,nguyenphuongha.2410294@hcmut.edu.vn,student,undergraduate,K24,computer science
2510294,Hồ Phương Châu,hophuongchau.2510294@hcmut.edu.vn,student,undergraduate,K25,computer science
2610294,Dương Quốc Thảo,duongquocthao.2610294@hcmut.edu.vn,student,undergraduate,K26,computer science
2310295,Hoàng Hữu Châu,hoanghuuchau.2310295@hcmut.edu.vn,student,undergraduate,K23,computer science
2410295,Hồ Quang Yến,hoquangyen.2410295@hcmut.edu.vn,student,undergraduate,K24,computer science
2510295,Đặng Thanh Phúc,dangthanhphuc.2510295@hcmut.edu.vn,student,undergraduate,K25,computer science
2610295,Hồ Văn Trinh,hovantrinh.2610295@hcmut.edu.vn,student,undergraduate,K26,computer science
2310296,Bùi Đức Long,buiduclong.2310296@hcmut.edu.vn,student,undergraduate,K23,computer science
2410296,Hồ Văn Khôi,hovankhoi.2410296@hcmut.edu.vn,student,undergraduate,K24,computer science
2510296,Đỗ Thanh Uyên,dothanhuyen.2510296@hcmut.edu.vn,student,undergraduate,K25,computer science
2610296,Trần Văn Linh,tranvanlinh.2610296@hcmut.edu.vn,student,undergraduate,K26,computer science
2310297,Võ Hoàng Lam,vohoanglam.2310297@hcmut.edu.vn,student,undergraduate,K23,computer science
2410297,Đỗ Hoàng Tuấn,dohoangtuan.2410297@hcmut.edu.vn,student,undergraduate,K24,computer science
2510297,Phạm Tuấn Minh,phamtuanminh.2510297@hcmut.edu.vn,student,undergraduate,K25,computer science
2610297,Hoàng Khánh Khang,hoangkhanhkhang.2610297@hcmut.edu.vn,student,undergraduate,K26,computer science
2310298,Đặng Tuấn Linh,dangtuanlinh.2310298@hcmut.edu.vn,student,undergraduate,K23,computer science
2410298,Ngô Ngọc Trang,ngongoctrang.2410298@hcmut.edu.vn,student,undergraduate,K24,computer science
2510298,Lý Quang Bảo,lyquangbao.2510298@hcmut.edu.vn,student,undergraduate,K25,computer science
2610298,Vũ Tuấn Nam,vutuannam.2610298@hcmut.edu.vn,student,undergraduate,K26,computer science
2310299,Vũ Khánh Quang,vukhanhquang.2310299@hcmut.edu.vn,student,undergraduate,K23,computer science
2410299,Bùi Tuấn Anh,buituananh.2410299@hcmut.edu.vn,student,undergraduate,K24,computer science
2510299,Phạm Phương Hải,phamphuonghai.2510299@hcmut.edu.vn,student,undergraduate,K25,computer science
2610299,Nguyễn Gia Duy,nguyengiaduy.2610299@hcmut.edu.vn,student,undergraduate,K26,computer science
2310300,Lê Quốc Tuấn,lequoctuan.2310300@hcmut.edu.vn,student,undergraduate,K23,computer science
2410300,Đỗ Hữu Nam,dohuunam.2410300@hcmut.edu.vn,student,undergraduate,K24,computer science
2510300,Nguyễn Phương Nhi,nguyenphuongnhi.2510300@hcmut.edu.vn,student,undergraduate,K25,computer science
2610300,Đỗ Minh Khôi,dominhkhoi.2610300@hcmut.edu.vn,student,undergraduate,K26,computer science
2310301,Hoàng Khánh Uyên,hoangkhanhuyen.2310301@hcmut.edu.vn,student,undergraduate,K23,computer science
2410301,Hoàng Hữu Quân,hoanghuuquan.2410301@hcmut.edu.vn,student,undergraduate,K24,computer science
2510301,Vũ Thị Thảo,vuthithao.2510301@hcmut.edu.vn,student,undergraduate,K25,computer science
2610301,Phan Tuấn Khang,phantuankhang.2610301@hcmut.edu.vn,student,undergraduate,K26,computer science
2310302,Ngô Phương Hải,ngophuonghai.2310302@hcmut.edu.vn,student,undergraduate,K23,computer science
2410302,Hồ Thanh Nhi,hothanhnhi.2410302@hcmut.edu.vn,student,undergraduate,K24,computer science
2510302,Vũ Khánh Quân,vukhanhquan.2510302@hcmut.edu.vn,student,undergraduate,K25,computer science
2610302,Trần Anh Khôi,trananhkhoi.2610302@hcmut.edu.vn,student,undergraduate,K26,computer science
2310303,Bùi Ngọc Tuấn,buingoctuan.2310303@hcmut.edu.vn,student,undergraduate,K23,computer science
2410303,Đỗ Phương Long,dophuonglong.2410303@hcmut.edu.vn,student,undergraduate,K24,computer science
2510303,Đặng Anh Tuấn,danganhtuan.2510303@hcmut.edu.vn,student,undergraduate,K25,computer science
2610303,Phạm Đức Hà,phamducha.2610303@hcmut.edu.vn,student,undergraduate,K26,computer science
2310304,Vũ Quang Khôi,vuquangkhoi.2310304@hcmut.edu.vn,student,undergraduate,K23,computer science
2410304,Bùi Tuấn Khôi,buituankhoi.2410304@hcmut.edu.vn,student,undergraduate,K24,computer science
2510304,Hoàng Minh Quang,hoangminhquang.2510304@hcmut.edu.vn,student,undergraduate,K25,computer science
2610304,Lê Tuấn Phúc,letuanphuc.2610304@hcmut.edu.vn,student,undergraduate,K26,computer science
2310305,Đỗ Đức Hải,doduchai.2310305@hcmut.edu.vn,student,undergraduate,K23,computer science
2410305,Bùi Quốc Lam,buiquoclam.2410305@hcmut.edu.vn,student,undergraduate,K24,computer science
2510305,Dương Minh Việt,duongminhviet.2510305@hcmut.edu.vn,student,undergraduate,K25,computer science
2610305,Bùi Khánh Hải,buikhanhhai.2610305@hcmut.edu.vn,student,undergraduate,K26,computer science
2310306,Vũ Hữu Quân,vuhuuquan.2310306@hcmut.edu.vn,student,undergraduate,K23,computer science
2410306,Đặng Tuấn Nam,dangtuannam.2410306@hcmut.edu.vn,student,undergraduate,K24,computer science
2510306,Phạm Gia Quân,phamgiaquan.2510306@hcmut.edu.vn,student,undergraduate,K25,computer science
2610306,Đỗ Thanh Uyên,dothanhuyen.2610306@hcmut.edu.vn,student,undergraduate,K26,computer science
2310307,Huỳnh Anh Quân,huynhanhquan.2310307@hcmut.edu.vn,student,undergraduate,K23,computer science
2410307,Lý Đức Uyên,lyducuyen.2410307@hcmut.edu.vn,student,undergraduate,K24,computer science
2510307,Bùi Hoàng Bảo,buihoangbao.2510307@hcmut.edu.vn,student,undergraduate,K25,computer science
2610307,Hoàng Hữu Hải,hoanghuuhai.2610307@hcmut.edu.vn,student,undergraduate,K26,computer science
2310308,Ngô Minh Thảo,ngominhthao.2310308@hcmut.edu.vn,student,undergraduate,K23,computer science
2410308,Võ Đức Tuấn,voductuan.2410308@hcmut.edu.vn,student,undergraduate,K24,computer science
2510308,Trần Thị Nam,tranthinam.2510308@hcmut.edu.vn,student,undergraduate,K25,computer science
2610308,Nguyễn Đức Châu,nguyenducchau.2610308@hcmut.edu.vn,student,undergraduate,K26,computer science
2310309,Đặng Minh Hà,dangminhha.2310309@hcmut.edu.vn,student,undergraduate,K23,computer science
2410309,Dương Quốc Hà,duongquocha.2410309@hcmut.edu.vn,student,undergraduate,K24,computer science
2510309,Phan Quốc Uyên,phanquocuyen.2510309@hcmut.edu.vn,student,undergraduate,K25,computer science
2610309,Lý Gia Nam,lygianam.2610309@hcmut.edu.vn,student,undergraduate,K26,computer science
2310310,Phan Hữu Quang,phanhuuquang.2310310@hcmut.edu.vn,student,undergraduate,K23,computer science
2410310,Lê Hoàng Trang,lehoangtrang.2410310@hcmut.edu.vn,student,undergraduate,K24,computer science
2510310,Vũ Hữu Linh,vuhuulinh.2510310@hcmut.edu.vn,student,undergraduate,K25,computer science
2610310,Võ Văn Long,vovanlong.2610310@hcmut.edu.vn,student,undergraduate,K26,computer science
2310311,Hồ Khánh Tuấn,hokhanhtuan.2310311@hcmut.edu.vn,student,undergraduate,K23,computer science
2410311,Ngô Khánh Hùng,ngokhanhhung.2410311@hcmut.edu.vn,student,undergraduate,K24,computer science
2510311,Lê Minh Tuấn,leminhtuan.2510311@hcmut.edu.vn,student,undergraduate,K25,computer science
2610311,Trần Anh Tú,trananhtu.2610311@hcmut.edu.vn,student,undergraduate,K26,computer science
2310312,Đỗ Đức Khôi,doduckhoi.2310312@hcmut.edu.vn,student,undergraduate,K23,computer science
2410312,Phạm Quang Trang,phamquangtrang.2410312@hcmut.edu.vn,student,undergraduate,K24,computer science
2510312,Hoàng Văn Yến,hoangvanyen.2510312@hcmut.edu.vn,student,undergraduate,K25,computer science
2610312,Phạm Tuấn Châu,phamtuanchau.2610312@hcmut.edu.vn,student,undergraduate,K26,computer science
2310313,Hồ Gia Trinh,hogiatrinh.2310313@hcmut.edu.vn,student,undergraduate,K23,computer science
2410313,Hồ Văn Việt,hovanviet.2410313@hcmut.edu.vn,student,undergraduate,K24,computer science
2510313,Phạm Thị Mai,phamthimai.2510313@hcmut.edu.vn,student,undergraduate,K25,computer science
2610313,Ngô Phương Mai,ngophuongmai.2610313@hcmut.edu.vn,student,undergraduate,K26,computer science
2310314,Dương Khánh Châu,duongkhanhchau.2310314@hcmut.edu.vn,student,undergraduate,K23,computer science
2410314,Dương Quốc Thảo,duongquocthao.2410314@hcmut.edu.vn,student,undergraduate,K24,computer science
2510314,Phan Văn Khôi,phanvankhoi.2510314@hcmut.edu.vn,student,undergraduate,K25,computer science
2610314,Võ Khánh Minh,vokhanhminh.2610314@hcmut.edu.vn,student,undergraduate,K26,computer science
2310315,Huỳnh Thanh Nam,huynhthanhnam.2310315@hcmut.edu.vn,student,undergraduate,K23,computer science
2410315,Võ Quang Trang,voquangtrang.2410315@hcmut.edu.vn,student,undergraduate,K24,computer science
2510315,Huỳnh Tuấn Nam,huynhtuannam.2510315@hcmut.edu.vn,student,undergraduate,K25,computer science
2610315,Lý Khánh Linh,lykhanhlinh.2610315@hcmut.edu.vn,student,undergraduate,K26,computer science
2310316,Hồ Quốc Anh,hoquocanh.2310316@hcmut.edu.vn,student,undergraduate,K23,computer science
2410316,Bùi Khánh Trinh,buikhanhtrinh.2410316@hcmut.edu.vn,student,undergraduate,K24,computer science
2510316,Lê Thanh Phát,lethanhphat.2510316@hcmut.edu.vn,student,undergraduate,K25,computer science
2610316,Võ Anh Quân,voanhquan.2610316@hcmut.edu.vn,student,undergraduate,K26,computer science
2310317,Lê Ngọc Hiếu,lengochieu.2310317@hcmut.edu.vn,student,undergraduate,K23,computer science
2410317,Nguyễn Phương Khôi,nguyenphuongkhoi.2410317@hcmut.edu.vn,student,undergraduate,K24,computer science
2510317,Võ Ngọc Hải,vongochai.2510317@hcmut.edu.vn,student,undergraduate,K25,computer science
2610317,Dương Hữu Tú,duonghuutu.2610317@hcmut.edu.vn,student,undergraduate,K26,computer science
2310318,Đỗ Hoàng Nhi,dohoangnhi.2310318@hcmut.edu.vn,student,undergraduate,K23,computer science
2410318,Nguyễn Văn Minh,nguyenvanminh.2410318@hcmut.edu.vn,student,undergraduate,K24,computer science
2510318,Đặng Minh Hiếu,dangminhhieu.2510318@hcmut.edu.vn,student,undergraduate,K25,computer science
2610318,Võ Thanh Thảo,vothanhthao.2610318@hcmut.edu.vn,student,undergraduate,K26,computer science
2310319,Lý Văn Hiếu,lyvanhieu.2310319@hcmut.edu.vn,student,undergraduate,K23,computer science
2410319,Vũ Tuấn Minh,vutuanminh.2410319@hcmut.edu.vn,student,undergraduate,K24,computer science
2510319,Phan Văn An,phanvanan.2510319@hcmut.edu.vn,student,undergraduate,K25,computer science
2610319,Vũ Anh Châu,vuanhchau.2610319@hcmut.edu.vn,student,undergraduate,K26,computer science
2310320,Lý Văn Khôi,lyvankhoi.2310320@hcmut.edu.vn,student,undergraduate,K23,computer science
2410320,Phan Hữu Bảo,phanhuubao.2410320@hcmut.edu.vn,student,undergraduate,K24,computer science
2510320,Nguyễn Gia Quang,nguyengiaquang.2510320@hcmut.edu.vn,student,undergraduate,K25,computer science
2610320,Đỗ Khánh Khang,dokhanhkhang.2610320@hcmut.edu.vn,student,undergraduate,K26,computer science
2310321,Trần Văn Nam,tranvannam.2310321@hcmut.edu.vn,student,undergraduate,K23,computer science
2410321,Lê Văn Khôi,levankhoi.2410321@hcmut.edu.vn,student,undergraduate,K24,computer science
2510321,Nguyễn Khánh Nhi,nguyenkhanhnhi.2510321@hcmut.edu.vn,student,undergraduate,K25,computer science
2610321,Bùi Tuấn Bảo,buituanbao.2610321@hcmut.edu.vn,student,undergraduate,K26,computer science
2310322,Hồ Quang Hùng,hoquanghung.2310322@hcmut.edu.vn,student,undergraduate,K23,computer science
2410322,Bùi Đức Minh,buiducminh.2410322@hcmut.edu.vn,student,undergraduate,K24,computer science
2510322,Vũ Quang Tuấn,vuquangtuan.2510322@hcmut.edu.vn,student,undergraduate,K25,computer science
2610322,Trần Quốc Linh,tranquoclinh.2610322@hcmut.edu.vn,student,undergraduate,K26,computer science
2310323,Lý Thanh Quân,lythanhquan.2310323@hcmut.edu.vn,student,undergraduate,K23,computer science
2410323,Huỳnh Ngọc Hải,huynhngochai.2410323@hcmut.edu.vn,student,undergraduate,K24,computer science
2510323,Phạm Minh Hiếu,phamminhhieu.2510323@hcmut.edu.vn,student,undergraduate,K25,computer science
2610323,Lý Quốc Quang,lyquocquang.2610323@hcmut.edu.vn,student,undergraduate,K26,computer science
2310324,Lê Khánh Việt,lekhanhviet.2310324@hcmut.edu.vn,student,undergraduate,K23,computer science
2410324,Dương Đức Bảo,duongducbao.2410324@hcmut.edu.vn,student,undergraduate,K24,computer science
2510324,Ngô Ngọc Yến,ngongocyen.2510324@hcmut.edu.vn,student,undergraduate,K25,computer science
2610324,Trần Thanh Hùng,tranthanhhung.2610324@hcmut.edu.vn,student,undergraduate,K26,computer science
2310325,Phạm Đức Minh,phamducminh.2310325@hcmut.edu.vn,student,undergraduate,K23,computer science
2410325,Lê Đức Châu,leducchau.2410325@hcmut.edu.vn,student,undergraduate,K24,computer science
2510325,Hồ Quang Hiếu,hoquanghieu.2510325@hcmut.edu.vn,student,undergraduate,K25,computer science
2610325,Nguyễn Anh Yến,nguyenanhyen.2610325@hcmut.edu.vn,student,undergraduate,K26,computer science
2310326,Bùi Hữu Tú,buihuutu.2310326@hcmut.edu.vn,student,undergraduate,K23,computer science
2410326,Dương Thị Minh,duongthiminh.2410326@hcmut.edu.vn,student,undergraduate,K24,computer science
2510326,Lý Khánh Thảo,lykhanhthao.2510326@hcmut.edu.vn,student,undergraduate,K25,computer science
2610326,Hồ Khánh Anh,hokhanhanh.2610326@hcmut.edu.vn,student,undergraduate,K26,computer science
2310327,Ngô Anh Phúc,ngoanhphuc.2310327@hcmut.edu.vn,student,undergraduate,K23,computer science
2410327,Hồ Tuấn Nhi,hotuannhi.2410327@hcmut.edu.vn,student,undergraduate,K24,computer science
2510327,Hoàng Quốc Quân,hoangquocquan.2510327@hcmut.edu.vn,student,undergraduate,K25,computer science
2610327,Ngô Tuấn Trang,ngotuantrang.2610327@hcmut.edu.vn,student,undergraduate,K26,computer science
2310328,Trần Thị Anh,tranthianh.2310328@hcmut.edu.vn,student,undergraduate,K23,computer science
2410328,Lê Anh Phúc,leanhphuc.2410328@hcmut.edu.vn,student,undergraduate,K24,computer science
2510328,Đặng Thị Quang,dangthiquang.2510328@hcmut.edu.vn,student,undergraduate,K25,computer science
2610328,Đỗ Khánh Lam,dokhanhlam.2610328@hcmut.edu.vn,student,undergraduate,K26,computer science
2310329,Lê Phương Linh,lephuonglinh.2310329@hcmut.edu.vn,student,undergraduate,K23,computer science
2410329,Vũ Ngọc Anh,vungocanh.2410329@hcmut.edu.vn,student,undergraduate,K24,computer science
2510329,Huỳnh Đức Quân,huynhducquan.2510329@hcmut.edu.vn,student,undergraduate,K25,computer science
2610329,Ngô Ngọc Trinh,ngongoctrinh.2610329@hcmut.edu.vn,student,undergraduate,K26,computer science
2310330,Hoàng Hữu Hùng,hoanghuuhung.2310330@hcmut.edu.vn,student,undergraduate,K23,computer science
2410330,Ngô Thị Phát,ngothiphat.2410330@hcmut.edu.vn,student,undergraduate,K24,computer science
2510330,Huỳnh Hữu Việt,huynhhuuviet.2510330@hcmut.edu.vn,student,undergraduate,K25,computer science
2610330,Ngô Khánh Trinh,ngokhanhtrinh.2610330@hcmut.edu.vn,student,undergraduate,K26,computer science
2310331,Đặng Đức Uyên,dangducuyen.2310331@hcmut.edu.vn,student,undergraduate,K23,computer science
2410331,Bùi Đức Nam,buiducnam.2410331@hcmut.edu.vn,student,undergraduate,K24,computer science
2510331,Dương Văn Linh,duongvanlinh.2510331@hcmut.edu.vn,student,undergraduate,K25,computer science
2610331,Bùi Hoàng Việt,buihoangviet.2610331@hcmut.edu.vn,student,undergraduate,K26,computer science
2310332,Dương Ngọc Duy,duongngocduy.2310332@hcmut.edu.vn,student,undergraduate,K23,computer science
2410332,Hồ Anh Tuấn,hoanhtuan.2410332@hcmut.edu.vn,student,undergraduate,K24,computer science
2510332,Hoàng Quang Lam,hoangquanglam.2510332@hcmut.edu.vn,student,undergraduate,K25,computer science
2610332,Bùi Đức Anh,buiducanh.2610332@hcmut.edu.vn,student,undergraduate,K26,computer science
2310333,Trần Đức Nam,tranducnam.2310333@hcmut.edu.vn,student,undergraduate,K23,computer science
2410333,Hồ Minh Quang,hominhquang.2410333@hcmut.edu.vn,student,undergraduate,K24,computer science
2510333,Lý Quang Trinh,lyquangtrinh.2510333@hcmut.edu.vn,student,undergraduate,K25,computer science
2610333,Đỗ Anh Hải,doanhhai.2610333@hcmut.edu.vn,student,undergraduate,K26,computer science
2310334,Phạm Hữu Hải,phamhuuhai.2310334@hcmut.edu.vn,student,undergraduate,K23,computer science
2410334,Dương Quốc Bảo,duongquocbao.2410334@hcmut.edu.vn,student,undergraduate,K24,computer science
2510334,Hoàng Văn Hiếu,hoangvanhieu.2510334@hcmut.edu.vn,student,undergraduate,K25,computer science
2610334,Đặng Thị Quân,dangthiquan.2610334@hcmut.edu.vn,student,undergraduate,K26,computer science
2310335,Hoàng Thanh Anh,hoangthanhanh.2310335@hcmut.edu.vn,student,undergraduate,K23,computer science
2410335,Ngô Ngọc Hải,ngongochai.2410335@hcmut.edu.vn,student,undergraduate,K24,computer science
2510335,Phan Anh Nam,phananhnam.2510335@hcmut.edu.vn,student,undergraduate,K25,computer science
2610335,Hồ Khánh Thảo,hokhanhthao.2610335@hcmut.edu.vn,student,undergraduate,K26,computer science
2310336,Dương Hữu Châu,duonghuuchau.2310336@hcmut.edu.vn,student,undergraduate,K23,computer science
2410336,Vũ Minh Lam,vuminhlam.2410336@hcmut.edu.vn,student,undergraduate,K24,computer science
2510336,Nguyễn Quốc Lam,nguyenquoclam.2510336@hcmut.edu.vn,student,undergraduate,K25,computer science
2610336,Lê Hữu Khôi,lehuukhoi.2610336@hcmut.edu.vn,student,undergraduate,K26,computer science
