class_id,course_code,semester,class_group,lecturer_name
1409,CO3065,HK252,L05,Trần Minh Hiếu
1410,CO3065,HK252,L06,Nguyễn Ngọc Duy
1411,CO3065,HK252,L07,Phan Quốc Trinh
1412,CO3065,HK252,L08,Phan Quốc Trinh
1413,CO3067,HK252,L01,Phạm Đức Nhi
1414,CO3067,HK252,L02,Phạm Hoàng Trinh
1415,CO3067,HK252,L03,Ngô Quốc An
1416,CO3067,HK252,L04,Võ Phương Khôi
1417,CO3067,HK252,L05,Hoàng Gia Châu
1418,CO3067,HK252,L06,Huỳnh Hữu Trinh
1419,CO3067,HK252,L07,Đỗ Hữu Quân
1420,CO3067,HK252,L08,Lê Đức Nam
1421,CO3069,HK252,L01,Nguyễn Quốc Tuấn
1422,CO3069,HK252,L02,Lý Hoàng Trinh
1423,CO3069,HK252,L03,Bùi Quang Khôi
1424,CO3069,HK252,L04,Ngô Thị Yến
1425,CO3069,HK252,L05,Nguyễn Quốc Tuấn
1426,CO3069,HK252,L06,Lý Hoàng Trinh
1427,CO3069,HK252,L07,Võ Khánh An
1428,CO3069,HK252,L08,Phạm Khánh Nam
1429,CO3071,HK252,L01,Đỗ Hữu Phát
1430,CO3071,HK252,L02,Lê Thanh Hải
1431,CO3071,HK252,L03,Huỳnh Anh Nam
1432,CO3071,HK252,L04,Nguyễn Thanh Hùng
1433,CO3071,HK252,L05,Dương Hữu Bảo
1434,CO3071,HK252,L06,Võ Quang Hà
1435,CO3071,HK252,L07,Phạm Gia Anh
1436,CO3071,HK252,L08,Hoàng Khánh Long
1437,CO3083,HK252,L01,Võ Ngọc Quân
1438,CO3083,HK252,L02,Hoàng Thị Hiếu
1439,CO3083,HK252,L03,Bùi Minh Minh
1440,CO3083,HK252,L04,Võ Ngọc Quân
1441,CO3083,HK252,L05,Đặng Gia Hiếu
1442,CO3083,HK252,L06,Nguyễn Quang Tuấn
1443,CO3085,HK252,L01,Ngô Hữu Duy
1444,CO3085,HK252,L02,Nguyễn Quốc Tuấn
1445,CO3085,HK252,L03,Lê Đức Nam
1446,CO3085,HK252,L04,Hồ Thị Hiếu
1447,CO3085,HK252,L05,Lê Hoàng Lam
1448,CO3085,HK252,L06,Lê Hoàng Lam
1449,CO3085,HK252,L07,Bùi Anh Hiếu
1450,CO3085,HK252,L08,Nguyễn Ngọc Duy
1451,CO3085,HK252,L09,Trần Minh Hiếu
1452,CO3085,HK252,L10,Phan Văn Trang
1453,CO3089,HK252,L01,Dương Quang Hà
1454,CO3089,HK252,L02,Hồ Minh Nam
1455,CO3089,HK252,L03,Hồ Anh Quang
1456,CO3089,HK252,L04,Võ Minh Châu
1457,CO3089,HK252,L05,Lê Tuấn Nhi
1458,CO3089,HK252,L06,Đỗ Hữu Quân
1459,CO3093,HK252,L01,Trần Thị Bảo
1460,CO3093,HK252,L02,Huỳnh Quốc Linh
1461,CO3093,HK252,L03,Ngô Hữu Duy
1462,CO3093,HK252,L04,Bùi Anh Hiếu
1463,CO3093,HK252,L05,Dương Thị Phúc
1464,CO3093,HK252,L06,Võ Hữu Mai
1465,CO3093,HK252,L07,Đỗ Thanh Châu
1466,CO3093,HK252,L08,Võ Khánh An
1467,CO3093,HK252,L09,Hồ Khánh Trinh
1468,CO3101,HK252,L01,Nguyễn Anh Trang
1469,CO3101,HK252,L02,Hồ Thị Hiếu
1470,CO3101,HK252,L03,Đỗ Đức Khang
1471,CO3101,HK252,L04,Phạm Hoàng Trinh
1472,CO3103,HK252,L01,Đỗ Văn Uyên
1473,CO3103,HK252,L02,Hoàng Gia Châu
1474,CO3103,HK252,L03,Phạm Đức Nhi
1475,CO3103,HK252,L04,Lý Gia Lam
1476,CO3103,HK252,L05,Bùi Minh Minh
1477,CO3103,HK252,L06,Đặng Quốc Trang
1478,CO3103,HK252,L07,Bùi Quang Hà
1479,CO3103,HK252,L08,Dương Anh An
1480,CO3105,HK252,L01,Nguyễn Gia Thảo
1481,CO3105,HK252,L02,Lê Thanh Hải
1482,CO3105,HK252,L03,Hồ Khánh Phúc
1483,CO3105,HK252,L04,Võ Phương Khôi
1484,CO3105,HK252,L05,Ngô Thanh Lam
1485,CO3105,HK252,L06,Ngô Hữu Duy
1486,CO3107,HK252,L01,Nguyễn Anh Trang
1487,CO3107,HK252,L02,Lê Đức Nam
1488,CO3107,HK252,L03,Nguyễn Gia Thảo
1489,CO3107,HK252,L04,Bùi Minh Minh
1490,CO3107,HK252,L05,Nguyễn Thanh Hùng
1491,CO3109,HK252,L01,Bùi Ngọc Bảo
1492,CO3109,HK252,L02,Hồ Anh Quang
1493,CO3109,HK252,L03,Ngô Quang Châu
1494,CO3109,HK252,L04,Lý Gia Lam
1495,CO3109,HK252,L05,Huỳnh Hữu Trinh
1496,CO3111,HK252,L01,Ngô Thanh Lam
1497,CO3111,HK252,L02,Đỗ Văn Uyên
1498,CO3111,HK252,L03,Hồ Anh Quang
1499,CO3111,HK252,L04,Đỗ Đức Khang
1500,CO3111,HK252,L05,Lý Đức Anh
1501,CO3115,HK252,L01,Đặng Quốc Trang
1502,CO3115,HK252,L02,Huỳnh Phương Long
1503,CO3115,HK252,L03,Võ Ngọc Lam
1504,CO3115,HK252,L04,Dương Hữu Bảo
1505,CO3115,HK252,L05,Bùi Hữu Trinh
1506,CO3115,HK252,L06,Nguyễn Quang Tuấn
1507,CO3115,HK252,L07,Võ Khánh An
1508,CO3115,HK252,L08,Phạm Hoàng Trinh
1509,CO3115,HK252,L09,Lê Thanh Hải
1510,CO3117,HK252,L01,Lý Hoàng Duy
1511,CO3117,HK252,L02,Bùi Hữu Trinh
1512,CO3117,HK252,L03,Hồ Khánh Phúc
1513,CO3117,HK252,L04,Huỳnh Ngọc Khôi
1514,CO3117,HK252,L05,Hoàng Thị Hiếu
1515,CO3117,HK252,L06,Lê Hoàng Lam
1516,CO3117,HK252,L07,Đỗ Anh Minh
1517,CO3117,HK252,L08,Ngô Quang Châu
1518,CO3117,HK252,L09,Phạm Ngọc Nam
1519,CO3117,HK252,L10,Đặng Phương Hùng
1520,CO3119,HK252,L01,Bùi Minh Minh
1521,CO3119,HK252,L02,Vũ Ngọc Linh
1522,CO3119,HK252,L03,Lý Khánh Hiếu
1523,CO3119,HK252,L04,Lê Ngọc Nhi
1524,CO3119,HK252,L05,Đỗ Hữu Long
1525,CO3119,HK252,L06,Phạm Hoàng Trinh
1526,CO3127,HK252,L01,Huỳnh Quốc Linh
1527,CO3127,HK252,L02,Hoàng Thị Hiếu
1528,CO3127,HK252,L03,Dương Quang Hà
1529,CO3129,HK252,L01,Nguyễn Quốc Tuấn
1530,CO3129,HK252,L02,Lý Anh Quân
1531,CO3129,HK252,L03,Hoàng Thị Hiếu
1532,CO3131,HK252,L01,Lý Hoàng Trinh
1533,CO3131,HK252,L02,Huỳnh Ngọc Khôi
1534,CO3131,HK252,L03,Hoàng Gia Châu
1535,CO3131,HK252,L04,Nguyễn Ngọc Hải
1536,CO3133,HK252,L01,Đỗ Hữu Quân
1537,CO3133,HK252,L02,Dương Hữu Bảo
1538,CO3133,HK252,L03,Võ Quang Hà
1539,CO3133,HK252,L04,Ngô Quang Châu
1540,CO3133,HK252,L05,Đỗ Thanh Châu
1541,CO3133,HK252,L06,Phạm Đức Nhi
1542,CO3135,HK252,L01,Trần Minh Hiếu
1543,CO3135,HK252,L02,Võ Ngọc Lam
1544,CO3135,HK252,L03,Bùi Anh Hiếu
1545,CO3135,HK252,L04,Phan Văn Trang
1546,CO3135,HK252,L05,Võ Minh Châu
1547,CO3135,HK252,L06,Võ Quang Hà
1548,CO3135,HK252,L07,Dương Đức Khôi
1549,CO3135,HK252,L08,Lê Khánh Minh
1550,CO3135,HK252,L09,Huỳnh Hữu Trinh
1551,CO3135,HK252,L10,Võ Ngọc Quân
1552,CO3137,HK252,L01,Bùi Ngọc Anh
1553,CO3137,HK252,L02,Hồ Khánh Trinh
1554,CO3137,HK252,L03,Nguyễn Ngọc Duy
1555,CO3137,HK252,L04,Đặng Quốc Trang
1556,CO3139,HK252,L01,Đặng Đức Châu
1557,CO3139,HK252,L02,Lê Quang Hiếu
1558,CO3139,HK252,L03,Dương Tuấn Tú
1559,CO3139,HK252,L04,Huỳnh Ngọc Khôi
1560,CO3151,HK252,L01,Phan Quốc Trinh
1561,CO3151,HK252,L02,Lý Đức Khôi
1562,CO3151,HK252,L03,Lê Anh Thảo
1563,CO3151,HK252,L04,Phạm Đức Nhi
1564,CO3153,HK252,L01,Lý Khánh Hiếu
1565,CO3153,HK252,L02,Đỗ Ngọc Duy
1566,CO3153,HK252,L03,Võ Hữu Mai
1567,CO3335,HK252,L01,Bùi Ngọc Anh
1568,CO3335,HK252,L02,Bùi Quang Hà
1569,CO3335,HK252,L03,Bùi Anh Trinh
1570,CO3335,HK252,L04,Phạm Gia Anh
1571,CO3335,HK252,L05,Bùi Quang Hà
1572,CO3335,HK252,L06,Đỗ Hữu Quân
1573,CO4025,HK252,L01,Ngô Quang Châu
1574,CO4025,HK252,L02,Nguyễn Ngọc Duy
1575,CO4025,HK252,L03,Đỗ Anh Minh
1576,CO4025,HK252,L04,Dương Hữu Bảo
1577,CO4025,HK252,L05,Lê Quang Hiếu
1578,CO4029,HK252,L01,Huỳnh Phương Long
1579,CO4029,HK252,L02,Võ Phương Khôi
1580,CO4029,HK252,L03,Huỳnh Anh Nam
1581,CO4029,HK252,L04,Bùi Ngọc Bảo
1582,CO4031,HK252,L01,Võ Phương Khôi
1583,CO4031,HK252,L02,Bùi Quang Hà
1584,CO4031,HK252,L03,Ngô Quốc An
1585,CO4031,HK252,L04,Võ Ngọc Quân
1586,CO4031,HK252,L05,Đỗ Thanh Châu
1587,CO4031,HK252,L06,Dương Tuấn Tú
1588,CO4031,HK252,L07,Hoàng Gia Châu
1589,CO4031,HK252,L08,Đỗ Ngọc Duy
1590,CO4033,HK252,L01,Phan Văn Trang
1591,CO4033,HK252,L02,Bùi Minh Minh
1592,CO4033,HK252,L03,Nguyễn Quốc Tuấn
1593,CO4033,HK252,L04,Đỗ Văn Uyên
1594,CO4033,HK252,L05,Ngô Thanh Lam
1595,CO4033,HK252,L06,Phạm Hoàng Trinh
1596,CO4033,HK252,L07,Đỗ Ngọc Duy
1597,CO4033,HK252,L08,Đỗ Đức Khang
1598,CO4035,HK252,L01,Vũ Quốc Châu
1599,CO4035,HK252,L02,Bùi Hữu Trinh
1600,CO4035,HK252,L03,Võ Quang Hà
1601,CO4035,HK252,L04,Đặng Quốc Trang
1602,CO4035,HK252,L05,Dương Minh Tuấn
1603,CO4035,HK252,L06,Võ Hữu Mai
1604,CO4035,HK252,L07,Đặng Quang Hải
1605,CO4035,HK252,L08,Trần Minh Hiếu
1606,CO4035,HK252,L09,Đặng Gia Hiếu
1607,CO4037,HK252,L01,Võ Phương Khôi
1608,CO4037,HK252,L02,Ngô Hữu Duy
1609,CO4037,HK252,L03,Vũ Quốc Châu
1610,CO4039,HK252,L01,Dương Thị Phúc
1611,CO4039,HK252,L02,Phạm Ngọc Nam
1612,CO4039,HK252,L03,Nguyễn Ngọc Duy
1613,CO4039,HK252,L04,Phạm Đức Nhi
1614,CO4039,HK252,L05,Lê Tuấn Nhi
1615,CO4039,HK252,L06,Bùi Hữu Trinh
1616,CO4337,HK252,L01,Lê Thanh Hải
1617,CO4337,HK252,L02,Hoàng Thị Hiếu
1618,CO4337,HK252,L03,Huỳnh Ngọc Khôi
1619,CO4337,HK252,L04,Trần Thị Bảo
1620,CO4337,HK252,L05,Lý Quang Phát
1621,IM1013,HK252,L01,Dương Tuấn Tú
1622,IM1013,HK252,L02,Đỗ Minh Duy
1623,IM1013,HK252,L03,Huỳnh Quốc Linh
1624,IM1013,HK252,L04,Hồ Khánh Phúc
1625,IM1013,HK252,L05,Huỳnh Hữu Trinh
1626,IM1013,HK252,L06,Nguyễn Gia Thảo
1627,IM1013,HK252,L07,Bùi Minh Minh
1628,IM1013,HK252,L08,Nguyễn Gia Thảo
1629,IM1013,HK252,L09,Võ Minh Châu
1630,IM1023,HK252,L01,Võ Minh Châu
1631,IM1023,HK252,L02,Đặng Phương Hùng
1632,IM1023,HK252,L03,Võ Quang Hà
1633,IM1025,HK252,L01,Lý Hoàng Duy
1634,IM1025,HK252,L02,Huỳnh Anh Nam
1635,IM1025,HK252,L03,Võ Khánh An
1636,IM1027,HK252,L01,Đỗ Văn Uyên
1637,IM1027,HK252,L02,Lê Ngọc Nhi
1638,IM1027,HK252,L03,Đỗ Minh Duy
1639,IM1027,HK252,L04,Đặng Đức Châu
1640,IM1027,HK252,L05,Võ Khánh Việt
1641,IM1027,HK252,L06,Lê Ngọc Nhi
1642,IM1027,HK252,L07,Đỗ Thanh Châu
1643,IM1027,HK252,L08,Võ Quang Hà
1644,IM1027,HK252,L09,Lê Khánh Yến
1645,IM1027,HK252,L10,Vũ Quốc Châu
1646,IM3001,HK252,L01,Lê Ngọc Nhi
1647,IM3001,HK252,L02,Nguyễn Gia Thảo
1648,IM3001,HK252,L03,Võ Hữu Mai
1649,IM3001,HK252,L04,Võ Phương Khôi
1650,IM3001,HK252,L05,Võ Khánh An
1651,IM3001,HK252,L06,Võ Minh Châu
1652,IM3001,HK252,L07,Hồ Anh Quang
1653,IM3001,HK252,L08,Bùi Ngọc Anh
1654,IM3001,HK252,L09,Lý Hoàng Trinh
1655,IM3001,HK252,L10,Nguyễn Hoàng Hùng
1656,LA1003,HK252,L01,Hoàng Khánh Long
1657,LA1003,HK252,L02,Phạm Hoàng Trinh
1658,LA1003,HK252,L03,Bùi Anh Trinh
1659,LA1003,HK252,L04,Ngô Thị Yến
1660,LA1003,HK252,L05,Bùi Hữu Trinh
1661,LA1005,HK252,L01,Huỳnh Phương Long
1662,LA1005,HK252,L02,Ngô Quang Châu
1663,LA1005,HK252,L03,Đặng Quốc Trang
1664,LA1005,HK252,L04,Huỳnh Ngọc Khôi
1665,LA1005,HK252,L05,Võ Khánh An
1666,LA1005,HK252,L06,Lý Quang Phát
1667,LA1005,HK252,L07,Ngô Hữu Duy
1668,LA1007,HK252,L01,Huỳnh Anh Nam
1669,LA1007,HK252,L02,Lý Gia Lam
1670,LA1007,HK252,L03,Lê Khánh Minh
1671,LA1007,HK252,L04,Lý Gia Lam
1672,LA1007,HK252,L05,Võ Khánh Việt
1673,LA1007,HK252,L06,Lê Quốc Yến
1674,LA1007,HK252,L07,Trần Minh Hiếu
1675,LA1007,HK252,L08,Phạm Ngọc Nam
1676,LA1007,HK252,L09,Lý Khánh Hiếu
1677,LA1007,HK252,L10,Lý Đức Anh
1678,LA1009,HK252,L01,Đỗ Thanh Châu
1679,LA1009,HK252,L02,Phạm Gia Anh
1680,LA1009,HK252,L03,Nguyễn Quốc Tuấn
1681,LA1009,HK252,L04,Bùi Minh Minh
1682,LA1009,HK252,L05,Hoàng Thị Hiếu
1683,LA1009,HK252,L06,Nguyễn Ngọc Hải
1684,LA1009,HK252,L07,Hồ Minh Nam
1685,MI1003,HK252,L01,Nguyễn Ngọc Hải
1686,MI1003,HK252,L02,Lý Quang Phát
1687,MI1003,HK252,L03,Huỳnh Ngọc Khôi
1688,MI1003,HK252,L04,Đặng Quang Hải
1689,MI1003,HK252,L05,Lê Tuấn Nhi
1690,MI1003,HK252,L06,Lý Khánh Hiếu
1691,MT1003,HK252,L01,Võ Khánh An
1692,MT1003,HK252,L02,Ngô Quốc An
1693,MT1003,HK252,L03,Dương Thị Phúc
1694,MT1003,HK252,L04,Dương Đức Khôi
1695,MT1003,HK252,L05,Bùi Quang Hà
1696,MT1005,HK252,L01,Bùi Hữu Trinh
1697,MT1005,HK252,L02,Lý Hoàng Trinh
1698,MT1005,HK252,L03,Đặng Đức Châu
1699,MT1005,HK252,L04,Hoàng Quang Hiếu
1700,MT1005,HK252,L05,Vũ Quốc Châu
1701,MT1005,HK252,L06,Bùi Anh Trinh
1702,MT1005,HK252,L07,Ngô Thị Yến
1703,MT1007,HK252,L01,Phạm Ngọc Nam
1704,MT1007,HK252,L02,Võ Quang Hà
1705,MT1007,HK252,L03,Nguyễn Ngọc Hải
1706,MT2013,HK252,L01,Lê Hoàng Lam
1707,MT2013,HK252,L02,Phạm Đức Nhi
1708,MT2013,HK252,L03,Bùi Quang Hà
1709,MT2013,HK252,L04,Đỗ Văn Uyên
1710,MT2013,HK252,L05,Nguyễn Quang Tuấn
1711,MT2013,HK252,L06,Dương Tuấn Tú
1712,PE1003,HK252,L01,Đỗ Tuấn Linh
1713,PE1003,HK252,L02,Lê Quốc Yến
1714,PE1003,HK252,L03,Võ Quang Hà
1715,PE1003,HK252,L04,Bùi Minh Minh
1716,PE1003,HK252,L05,Lê Anh Thảo
1717,PE1003,HK252,L06,Lý Anh Quân
1718,PE1003,HK252,L07,Dương Thị Phúc
1719,PE1003,HK252,L08,Nguyễn Anh Trang
1720,PE1003,HK252,L09,Phạm Ngọc Nam
1721,PE1003,HK252,L10,Huỳnh Quốc Linh
1722,PE1005,HK252,L01,Lê Hoàng Lam
1723,PE1005,HK252,L02,Đặng Đức Châu
1724,PE1005,HK252,L03,Đỗ Anh Minh
1725,PE1005,HK252,L04,Nguyễn Gia Thảo
1726,PE1005,HK252,L05,Hồ Anh Quang
1727,PE1005,HK252,L06,Huỳnh Quốc Linh
1728,PE1005,HK252,L07,Đặng Quang Hải
1729,PE1005,HK252,L08,Võ Minh Châu
1730,PE1005,HK252,L09,Vũ Quốc Châu
1731,PH1003,HK252,L01,Dương Minh Tuấn
1732,PH1003,HK252,L02,Trần Minh Hiếu
1733,PH1003,HK252,L03,Bùi Anh Trinh
1734,PH1003,HK252,L04,Lê Thanh Hải
1735,PH1003,HK252,L05,Bùi Quang Khôi
1736,PH1003,HK252,L06,Đặng Quang Hải
1737,PH1003,HK252,L07,Đặng Quốc Trang
1738,PH1003,HK252,L08,Lý Hoàng Duy
1739,PH1003,HK252,L09,Bùi Hữu Trinh
1740,PH1003,HK252,L10,Hồ Minh Nam
1741,PH1007,HK252,L01,Hoàng Quang Hiếu
1742,PH1007,HK252,L02,Hoàng Khánh Long
1743,PH1007,HK252,L03,Đỗ Hữu Phát
1744,PH1007,HK252,L04,Bùi Minh Minh
1745,PH1007,HK252,L05,Bùi Anh Hiếu
1746,SP1007,HK252,L01,Nguyễn Hoàng Hùng
1747,SP1007,HK252,L02,Huỳnh Anh Nam
1748,SP1007,HK252,L03,Lê Quang Hiếu
1749,SP1007,HK252,L04,Hoàng Quang Hiếu
1750,SP1007,HK252,L05,Hoàng Khánh Long
1751,SP1031,HK252,L01,Phạm Đức Nhi
1752,SP1031,HK252,L02,Võ Minh Châu
1753,SP1031,HK252,L03,Đỗ Minh Trang
1754,SP1033,HK252,L01,Lý Đức Anh
1755,SP1033,HK252,L02,Dương Minh Tuấn
1756,SP1033,HK252,L03,Lê Tuấn Nhi
1757,SP1033,HK252,L04,Huỳnh Ngọc Khôi
1758,SP1033,HK252,L05,Lê Khánh Minh
1759,SP1033,HK252,L06,Lê Hoàng Lam
1760,SP1033,HK252,L07,Lê Khánh Minh
1761,SP1033,HK252,L08,Lê Tuấn Nhi
1762,SP1033,HK252,L09,Hoàng Gia Châu
1763,SP1033,HK252,L10,Bùi Hữu Trinh
1764,SP1035,HK252,L01,Lý Hoàng Trinh
1765,SP1035,HK252,L02,Đỗ Văn Uyên
1766,SP1035,HK252,L03,Trần Minh Hiếu
1767,SP1035,HK252,L04,Hoàng Khánh Long
1768,SP1035,HK252,L05,Trần Minh Hiếu
1769,SP1037,HK252,L01,Lê Khánh Yến
1770,SP1037,HK252,L02,Huỳnh Quốc Linh
1771,SP1037,HK252,L03,Phạm Hoàng Trinh
1772,SP1037,HK252,L04,Đỗ Minh Duy
1773,SP1039,HK252,L01,Hoàng Gia Châu
1774,SP1039,HK252,L02,Bùi Minh Minh
1775,SP1039,HK252,L03,Huỳnh Ngọc Khôi
1776,SP1039,HK252,L04,Vũ Quốc Châu
1777,SP1039,HK252,L05,Nguyễn Hoàng Hùng
1778,SP1039,HK252,L06,Lê Quốc Yến
1779,SP1039,HK252,L07,Đỗ Minh Duy
1780,CH1003,HK253,L01,Ngô Hữu Duy
1781,CH1003,HK253,L02,Hoàng Quang Hiếu
1782,CH1003,HK253,L03,Lý Khánh Hiếu
1783,CH1003,HK253,L04,Dương Quang Hà
1784,CH1003,HK253,L05,Võ Ngọc Quân
1785,CH1003,HK253,L06,Võ Ngọc Lam
1786,CH1003,HK253,L07,Đặng Quốc Trang
1787,CH1003,HK253,L08,Phan Quốc Trinh
1788,CH1003,HK253,L09,Lý Đức Khôi
1789,CH1003,HK253,L10,Phạm Ngọc Nam
1790,CO1005,HK253,L01,Đỗ Hữu Phát
1791,CO1005,HK253,L02,Đỗ Minh Duy
1792,CO1005,HK253,L03,Lê Khánh Minh
1793,CO1005,HK253,L04,Huỳnh Phương Long
1794,CO1005,HK253,L05,Đặng Đức Châu
1795,CO1007,HK253,L01,Lý Đức Anh
1796,CO1007,HK253,L02,Lê Quang Hiếu
1797,CO1007,HK253,L03,Phạm Khánh Nam
1798,CO1007,HK253,L04,Huỳnh Hữu Trinh
1799,CO1007,HK253,L05,Hồ Khánh Trinh
1800,CO1007,HK253,L06,Lê Quang Hiếu
1801,CO1023,HK253,L01,Lê Quang Hiếu
1802,CO1023,HK253,L02,Phạm Đức Nhi
1803,CO1023,HK253,L03,Nguyễn Hoàng Hùng
1804,CO1023,HK253,L04,Võ Quang Hà
1805,CO1023,HK253,L05,Vũ Quốc Châu
1806,CO1023,HK253,L06,Võ Khánh Việt
1807,CO1023,HK253,L07,Hồ Minh Nam
1808,CO1023,HK253,L08,Nguyễn Anh Trang
1809,CO1023,HK253,L09,Đặng Phương Hùng
1810,CO1027,HK253,L01,Hồ Khánh Trinh
1811,CO1027,HK253,L02,Trần Tuấn Lam
1812,CO1027,HK253,L03,Lê Quang Hiếu
1813,CO1027,HK253,L04,Dương Đức Khôi
1814,CO1027,HK253,L05,Bùi Minh Minh
1815,CO1027,HK253,L06,Dương Anh Thảo
1816,CO2001,HK253,L01,Võ Quang Hà
1817,CO2001,HK253,L02,Phan Quốc Trinh
1818,CO2001,HK253,L03,Dương Hữu Bảo
1819,CO2003,HK253,L01,Đỗ Hữu Quân
1820,CO2003,HK253,L02,Phan Quốc Trinh
1821,CO2003,HK253,L03,Lý Gia Lam
1822,CO2003,HK253,L04,Đặng Gia Hiếu
1823,CO2003,HK253,L05,Huỳnh Anh Nam
1824,CO2003,HK253,L06,Lý Hoàng Trinh
1825,CO2003,HK253,L07,Nguyễn Ngọc Hải
1826,CO2003,HK253,L08,Võ Phương Khôi
1827,CO2003,HK253,L09,Võ Ngọc Quân
1828,CO2007,HK253,L01,Nguyễn Anh Trang
1829,CO2007,HK253,L02,Phạm Hoàng Trinh
1830,CO2007,HK253,L03,Ngô Quốc An
1831,CO2007,HK253,L04,Phạm Đức Nhi
1832,CO2007,HK253,L05,Đỗ Văn Uyên
1833,CO2011,HK253,L01,Lý Quang Phát
1834,CO2011,HK253,L02,Đỗ Hữu Long
1835,CO2011,HK253,L03,Bùi Quang Hà
1836,CO2011,HK253,L04,Huỳnh Quốc Linh
1837,CO2011,HK253,L05,Nguyễn Gia Thảo
1838,CO2011,HK253,L06,Đỗ Đức Khang
1839,CO2013,HK253,L01,Đặng Đức Châu
1840,CO2013,HK253,L02,Lê Hoàng Lam
1841,CO2013,HK253,L03,Hồ Khánh Phúc
1842,CO2013,HK253,L04,Huỳnh Phương Long
1843,CO2013,HK253,L05,Lý Đức Khôi
1844,CO2013,HK253,L06,Dương Anh Thảo
1845,CO2017,HK253,L01,Hoàng Khánh Long
1846,CO2017,HK253,L02,Võ Gia Nhi
1847,CO2017,HK253,L03,Dương Tuấn Tú
1848,CO2017,HK253,L04,Đỗ Đức Khang
1849,CO2017,HK253,L05,Đặng Phương Hùng
1850,CO2017,HK253,L06,Lê Ngọc Nhi
1851,CO2017,HK253,L07,Lê Đức An
1852,CO2017,HK253,L08,Hoàng Thị Hiếu
1853,CO2017,HK253,L09,Võ Ngọc Lam
1854,CO2017,HK253,L10,Hoàng Quang Hiếu
1855,CO2039,HK253,L01,Hồ Khánh Phúc
1856,CO2039,HK253,L02,Bùi Ngọc Anh
1857,CO2039,HK253,L03,Đỗ Tuấn Linh
1858,CO2039,HK253,L04,Lý Đức Khôi
1859,CO2039,HK253,L05,Phan Quốc Trinh
1860,CO2039,HK253,L06,Vũ Ngọc Linh
1861,CO2039,HK253,L07,Bùi Minh Minh
1862,CO3001,HK253,L01,Lê Ngọc Nhi
1863,CO3001,HK253,L02,Võ Phương Khôi
1864,CO3001,HK253,L03,Lý Đức Khôi
1865,CO3005,HK253,L01,Lê Đức An
1866,CO3005,HK253,L02,Huỳnh Phương Long
1867,CO3005,HK253,L03,Võ Ngọc Lam
1868,CO3005,HK253,L04,Hoàng Thị Hiếu
1869,CO3005,HK253,L05,Phan Văn Trang
1870,CO3011,HK253,L01,Dương Hữu Bảo
1871,CO3011,HK253,L02,Bùi Quang Khôi
1872,CO3011,HK253,L03,Lý Đức Khôi
1873,CO3011,HK253,L04,Bùi Quang Khôi
1874,CO3011,HK253,L05,Hoàng Quang Hiếu
1875,CO3011,HK253,L06,Dương Tuấn Tú
1876,CO3011,HK253,L07,Dương Quang Hà
1877,CO3011,HK253,L08,Võ Ngọc Quân
1878,CO3011,HK253,L09,Nguyễn Quang Tuấn
1879,CO3011,HK253,L10,Võ Gia Nhi
1880,CO3013,HK253,L01,Nguyễn Quang Tuấn
1881,CO3013,HK253,L02,Đỗ Văn Uyên
1882,CO3013,HK253,L03,Lý Hoàng Trinh
1883,CO3013,HK253,L04,Lê Quốc Yến
1884,CO3015,HK253,L01,Võ Gia Nhi
1885,CO3015,HK253,L02,Đặng Quốc Trang
1886,CO3015,HK253,L03,Hồ Khánh Trinh
1887,CO3015,HK253,L04,Lê Khánh Minh
1888,CO3015,HK253,L05,Võ Khánh An
1889,CO3015,HK253,L06,Lê Đức An
1890,CO3015,HK253,L07,Trần Tuấn Lam
1891,CO3017,HK253,L01,Đỗ Văn Uyên
1892,CO3017,HK253,L02,Vũ Quốc Châu
1893,CO3017,HK253,L03,Đỗ Ngọc Duy
1894,CO3017,HK253,L04,Dương Anh Thảo
1895,CO3017,HK253,L05,Hoàng Khánh Long
1896,CO3017,HK253,L06,Vũ Ngọc Linh
1897,CO3017,HK253,L07,Lý Anh Quân
1898,CO3017,HK253,L08,Hồ Anh Quang
1899,CO3017,HK253,L09,Võ Gia Nhi
1900,CO3017,HK253,L10,Phạm Đức Nhi
1901,CO3021,HK253,L01,Vũ Ngọc Linh
1902,CO3021,HK253,L02,Bùi Ngọc Bảo
1903,CO3021,HK253,L03,Huỳnh Hữu Trinh
1904,CO3021,HK253,L04,Đỗ Thanh Châu
1905,CO3021,HK253,L05,Đỗ Hữu Quân
1906,CO3021,HK253,L06,Dương Minh Tuấn
1907,CO3021,HK253,L07,Võ Ngọc Quân
1908,CO3021,HK253,L08,Nguyễn Ngọc Duy
1909,CO3021,HK253,L09,Nguyễn Ngọc Hải
1910,CO3021,HK253,L10,Hồ Anh Quang
1911,CO3023,HK253,L01,Võ Ngọc Lam
1912,CO3023,HK253,L02,Phạm Hoàng Trinh
1913,CO3023,HK253,L03,Võ Minh Châu
1914,CO3023,HK253,L04,Đỗ Hữu Quân
1915,CO3023,HK253,L05,Lê Đức An
1916,CO3023,HK253,L06,Nguyễn Anh Trang
1917,CO3027,HK253,L01,Phạm Gia Anh
1918,CO3027,HK253,L02,Võ Khánh An
1919,CO3027,HK253,L03,Dương Anh An
1920,CO3027,HK253,L04,Bùi Minh Minh
1921,CO3027,HK253,L05,Dương Anh Thảo
1922,CO3027,HK253,L06,Lý Khánh Hiếu
